sample_name,mgrast_id,metagenome_id,metagenome_name,investigation_type,seq_meth,target_gene,adapters,forward_primers,lib_const_meth,lib_reads_seqd,lib_screen,lib_size,lib_vector,misc_param,misc_param_1,misc_param_2,misc_param_3,misc_param_4,misc_param_5,misc_param_6,misc_param_7,misc_param_8,misc_param_9,nucl_acid_amp,nucl_acid_ext,reverse_primers,seq_quality_check,target_subfragment,BSA_final_conc,KCl_final_conc,MgCl2_final_conc,NAP_volume,Tris_HCl_final_conc,amp_polymerase,cloning_kit,cycle_annealing_duration,cycle_annealing_method,cycle_annealing_temp,cycle_count,cycle_denaturation_duration,cycle_denaturation_temp,cycle_extension_duration,cycle_extension_temp,dATP_final_conc,dCTP_final_conc,dGTP_final_conc,dTTP_final_conc,denaturation_duration_initial,denaturation_temp_initial,domain,extension_duration_final,extension_temp_final,file_checksum,file_name,forward_barcodes,forward_primer_final_conc,gelatin_final_conc,host_cells,library_institute,library_notes,local_NAP_ids,other_additives,pcr_buffer_pH,pcr_clean_up_kits,pcr_clean_up_methods,pcr_notes,pcr_replicates,pcr_volume,polymerase_units,reverse_barcodes,reverse_primer_final_conc,run_machine_type,run_number,seq_center,seq_chem,seq_direction,seq_make,seq_model,seq_url,tail_duration,tail_polymerase,tail_temp,thermocycler
Unique name or id of the sample the library is derived from,MG-RAST Library ID,MG-RAST metagenome ID for sequences in this library,Unique name for the sequences from this library,"Library construction type. This field is either metagenome for whole genome shotgun sequencing or mimarks-survey for amplicon/target gene (eg. 16S) sequencing. Use one of: metagenome, mimarks-survey.","Sequencing method used. Use one of: sanger, pyrosequencing, abi-solid, ion torrent, 454, illumina, assembeled, other","Targeted gene or locus name for marker gene studies; e.g. 16S rRNA, 18S rRNA, nif, amoA, rpo",Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters,"List of forward PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",Library construction method used for clone libraries,Total number of clones sequenced from the library,Specific enrichment or screening methods applied before and/or after creating clone libraries,Total number of clones in the library prepared for the project,Cloning vector type(s) used in construction of libraries,"Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Link to a literature reference, electronic resource or a standard operating procedure (SOP)","Link to a literature reference, electronic resource or a standard operating procedure (SOP)","List of reverse PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms).,"Name of subfragment of a gene or locus; e.g. V6, V9, ITS",Final BSA concentration expressed in milligram / milliliter,KCl final concentration expressed in millimolar,MgCl2 final concentration expressed in millimolar,A list of volumes of nucleic acid preps used for PCR in this batch. Expressed in microliters,Tris-HCl final concentration expressed in millimolar,The polymerase used for amplification. Compare to tail_polymerase. Also could be RT PCR if rRNA was isolated from specimen.,Cloning kit make and model,Cycle annealing time in seconds,"Cycle annealing method. Use one of: static, touchdown, gradient, other",Cycle annealing temperature in celsius. May be one or more values,Number of thermocycles,Cycle denaturation time in seconds,Cycle denaturation temperature in celsius,Cycle extension time in seconds,Cycle extension temperature in celsius,dATP final concentration in micromolar,dATP final concentration in micromolar,dATP final concentration in micromolar,dATP final concentration in micromolar,Initial denaturation time in seconds,Initial denaturation temperature in celsius,"Archaea , Bacteria , Eukarya - requiered by VAMPS",Final extension time in seconds,Final extension temperature in celsius,MD5 checksum of the sequence file submitted to MG-RAST,Name of the sequence file submitted to MG-RAST,List of barcodes attached to forward primers,Forward primer final concentration in micromolar,Gelatin final concentration expressed in percent,Component cells make and model,Name of institute creating the library,Additional notes/information about the library,A list of nucleic acid prep ids processed in this batch. This is the ID attached to the tube containing the purified nucleic acids,Any other PCR additive that is not listed here,pH of PCR buffer,"One or more can be listed, but should be in corresponding order with clean_up_methods. Ex: MoBio UltraClean PCR Clean-Up Kit","One or more can be listed. Ex: column, gel, precipitation, size exclusion filtration",Additional notes/information about PCR,Replicate PCR reactiond that are pooled,PCR buffer volume expressed in microliters,Enzymatic units per tube,List of barcodes attached to reverse primers,Reverse primer final concentration in micromolar,Sequencing machine make and model,Samples were sequenced in multiple pools with non-unique barcodes,Name of instatute sequencing was done,Sequencing chemistry used,"Sequencing direction, valid terms are forward, reverse, both - requied by VAMPS",Make of the sequencing machine,Model of the sequencing machine,URL of instatute sequencing was done,Incubation time for tailing reaction in seconds,The polymerase used in tailing reaction,Incubation temperature for tailing reaction in celsius,Thermocycler make and model
mgs24908,mgl8197,4461200.3,USinfTw19.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw19.2,BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d6ab5b8141aa09feb1502edbac36f10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24909,mgl8198,4461166.3,h95B.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_DATE: 9/22/09,RUN_PREFIX: h95B.1,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2983acbfb5fb84b0c7fa607774d93048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24910,mgl8199,4461148.3,h121A.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: h121A.1,RUN_DATE: 4/27/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cd21d20216c3fe37856ebdfabc414e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24912,mgl8201,4461191.3,USinfTw15.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_PREFIX: USinfTw15.1,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e446a6f23782d8be3a4a25d539e9437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24913,mgl8202,4461151.3,h209B.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,BARCODE: None,RUN_DATE: 4/27/10,RUN_PREFIX: h209B.2,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593ad9ac7bc3b216b2eb779d00da9ea7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24914,mgl8203,4461182.3,USinfTw1.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_PREFIX: USinfTw1.2,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e09cafe2b490e2e42f1324d54041ed07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24915,mgl8204,4461154.3,h257M.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,BARCODE: None,RUN_PREFIX: h257M.2,RUN_DATE: 7/9/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d07e476571d5a4528624d5f5ffda8dce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24916,mgl8205,4461190.3,USinfTw13.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_PREFIX: USinfTw13.2,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe421e5ddfe84bf24cfe47aa293520ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24917,mgl8206,4461159.3,h301M.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 7/9/10,RUN_PREFIX: h301M.1,BARCODE: None,PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780d2578196dc9c06e700fbe81ae075d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24918,mgl8207,4461165.3,h95A.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 9/22/09,RUN_PREFIX: h95A.1,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f624d0d455255a3c7739b1fb4c73a51e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24919,mgl8208,4461155.3,h259A.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 4/21/10,RUN_PREFIX: h259A.1,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d12633ffc7b330cd13b78f106c0d14d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24920,mgl8209,4461189.3,USinfTw13.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e6d06399aaf6d4d890712efdd9bfbb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24921,mgl8210,4461174.3,USchp18Child,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_PREFIX: USchp18Child,RUN_DATE: 4/26/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2a130bdf8ae744864cd454ebfa08264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24923,mgl8212,4461122.3,Amz1teenF,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 5/25/10,RUN_PREFIX: Amz1teenF,BARCODE: None,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d72c49f7bbf5dcf06a22822b3dc69dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24924,mgl8213,4461127.3,Amz5chldF1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 5/25/10,RUN_PREFIX: Amz5chldF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7eb680041423c02c0a2e6b56f385e420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24925,mgl8214,4461160.3,h37A.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 9/24/09,RUN_PREFIX: h37A.1,BARCODE: None,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8878776990ad3f2003dd40a92cf15174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24926,mgl8215,4461133.3,AmzC14infF,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_DATE: 7/9/10,RUN_PREFIX: AmzC14infF,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117712fa64fd170c3a9b8cf4805b31b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24927,mgl8216,4461142.3,F3T2pre4,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: F3T2pre4,RUN_DATE: 5/25/10,BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6efa053c1119aa65e429183a0cae221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24928,mgl8217,4461123.3,Amz2adltF,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,BARCODE: None,RUN_DATE: 5/25/10,RUN_PREFIX: Amz2adltF,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families","EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef70726191566c98802a1b79cbf1104b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24929,mgl8218,4461208.3,USinfTw3.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw3.2,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8a4bbe09f2e7d044c0cc75a418eda27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24930,mgl8219,4461228.3,TS7,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USts3.T1,RUN_DATE: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee3157ed7e7ea0858049a0789b626649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
